all,quarter,industry_section_code,industry_section,industry_division,number_of_persons_engaged_total,number_of_persons_engaged_male,number_of_persons_engaged_female,number_of_vacancies,number_of_establishments
All,2017 Q3,C,Manufacturing,Other manufacturing,6202,3851,2351,114,1162
All,2017 Q3,C,Manufacturing,Repair and installation of machinery and equipment,14732,12267,2465,435,1220
All,2017 Q3,B,Mining and quarrying,Quarrying and other mining of non-metal ores,54,46,8,0,2
All,2017 Q3,D,Electricity and gas supply,Electricity and gas supply,7921,6442,1479,59,6
All,2017 Q3,E,"Sewerage, waste management and remediation services",Sewerage,145,112,33,3,24
All,2017 Q3,E,"Sewerage, waste management and remediation services","Waste collection, treatment and disposal; materials recovery",3180,2202,978,147,360
All,2017 Q3,E,"Sewerage, waste management and remediation services",Remediation and other waste management services,6,3,3,0,4
All,2017 Q3,F,Construction,Construction sites (manual workers only),121466,108324,13142,831,1456
All,2017 Q3,F,Construction,Public sector sites,53810,50198,3612,768,566
All,2017 Q3,F,Construction,Public sector building sites,22388,20687,1701,0,206
All,2017 Q3,F,Construction,Public sector civil engineering sites,31422,29511,1911,768,360
All,2017 Q3,F,Construction,Private sector sites,67656,58126,9530,63,890
All,2017 Q3,F,Construction,Private sector building sites,66764,57269,9495,63,813
All,2017 Q3,F,Construction,Private sector civil engineering sites,892,857,35,0,77
All,2017 Q3,G,"Import/export, wholesale and retail trades",Import and export trade,478847,249713,229134,6295,100648
All,2017 Q3,G,"Import/export, wholesale and retail trades",Wholesale,60519,36651,23868,1319,13587
All,2017 Q3,G,"Import/export, wholesale and retail trades",Retail trade,267131,104321,162810,8130,63055
All,2017 Q3,H,"Transportation, storage, postal and courier services",Land transport,45086,38268,6818,677,1737
All,2017 Q3,H,"Transportation, storage, postal and courier services",Water transport,11473,7089,4384,168,388
All,2017 Q3,H,"Transportation, storage, postal and courier services",Air transport,28211,10579,17632,385,162
All,2017 Q3,H,"Transportation, storage, postal and courier services",Warehousing and support services for transportation,80179,49602,30577,2030,6703
All,2017 Q3,H,"Transportation, storage, postal and courier services",Postal and courier services,14049,9727,4322,338,733
All,2017 Q3,I,Accommodation and food services,Accommodation services,39252,20538,18714,1850,1239
All,2017 Q3,I,Accommodation and food services,Food and beverage services,244113,110358,133755,10777,16753
All,2017 Q3,J,Information and communications,Publishing,18731,10057,8674,242,1513
All,2017 Q3,J,Information and communications,"Motion picture, video and television programme production, sound recording and music publishing; Programming and broadcasting",16485,9668,6817,374,2692
All,2017 Q3,J,Information and communications,Telecommunications,20173,12740,7433,535,325
All,2017 Q3,J,Information and communications,Information technology services,44450,34486,9964,1455,8307
All,2017 Q3,J,Information and communications,Information services,6784,3913,2871,144,1136
All,2017 Q3,K,Financing and insurance,Financial services (except insurance and pension funding),137291,66394,70897,3020,7798
All,2017 Q3,K,Financing and insurance,Insurance,17070,6845,10225,618,173
All,2017 Q3,K,Financing and insurance,Services auxiliary to financial and insurance services,70602,35468,35134,1869,17524
All,2017 Q3,L,Real estate,Real estate,131400,78673,52727,4141,16313
All,2017 Q3,M,"Professional, scientific and technical services",Legal and accounting services,53827,24358,29469,865,8266
All,2017 Q3,M,"Professional, scientific and technical services",Activities of head offices; management and management consultancy services,37495,18543,18952,830,8765
All,2017 Q3,M,"Professional, scientific and technical services","Architecture and engineering services, technical testing and analysis",41911,27602,14309,891,3444
All,2017 Q3,M,"Professional, scientific and technical services",Scientific research and development,2774,1450,1324,171,253
All,2017 Q3,M,"Professional, scientific and technical services",Advertising and market research,14205,7581,6624,185,3581
All,2017 Q3,M,"Professional, scientific and technical services","Veterinary services; Other professional, scientific and technical services",24333,13623,10710,417,9360
All,2017 Q3,N,Administrative and support services,Rental and leasing services,3392,2200,1192,94,700
All,2017 Q3,N,Administrative and support services,Employment services,18391,7195,11196,478,2858
All,2017 Q3,N,Administrative and support services,"Travel agency, reservation service and related services",20519,8644,11875,484,2864
All,2017 Q3,N,Administrative and support services,Security and investigation services,51592,33395,18197,1919,229
All,2017 Q3,N,Administrative and support services,Services to buildings and landscape care,85210,30025,55185,1934,1775
All,2017 Q3,N,Administrative and support services,"Office administrative, office support and other business support services",20927,9668,11259,321,5173
All,2017 Q3,P,Education,Education,198686,71759,126927,3864,15516
All,2017 Q3,Q,Human health and social work services,Human health services,125752,34858,90894,2843,8498
All,2017 Q3,Q,Human health and social work services,Residential care services,31901,4834,27067,2725,1170
All,2017 Q3,Q,Human health and social work services,Social work services,31397,7765,23632,788,2066
All,2017 Q3,R,"Arts, entertainment and recreation",Creative and performing arts activities,4755,2362,2393,55,1925
All,2017 Q3,R,"Arts, entertainment and recreation","Libraries, archives, museums and other cultural activities",628,232,396,6,89
All,2017 Q3,R,"Arts, entertainment and recreation",Amusement parks and theme parks,6493,3555,2938,256,10
All,2017 Q3,R,"Arts, entertainment and recreation",Sports and other entertainment services,36442,18257,18185,1568,1412
All,2017 Q3,S,Other services,Activities of membership organisations,10781,5269,5512,395,1335
All,2017 Q3,S,Other services,"Repair of motor vehicles, motorcycles, computers, personal and household goods",19058,15626,3432,571,6652
All,2017 Q3,S,Other services,Other personal services,46647,12490,34157,1844,11947
All,2017 Q4,C,Manufacturing,Manufacture of food products,25805,12097,13708,956,1255
All,2017 Q4,C,Manufacturing,Manufacture of beverages,3166,2357,809,186,37
All,2017 Q4,C,Manufacturing,Manufacture of tobacco products,533,347,186,4,3
All,2017 Q4,C,Manufacturing,Manufacture of textiles,2348,1180,1168,13,427
All,2017 Q4,C,Manufacturing,Manufacture of wearing apparel,4066,2004,2062,10,609
All,2017 Q4,C,Manufacturing,"Manufacture of leather and related products; Manufacture of wood and of products of wood and cork, articles of straw and plaiting materials (except furniture and toys)",348,253,95,7,115
All,2017 Q4,C,Manufacturing,Manufacture of paper and paper products,735,452,283,2,201
All,2017 Q4,C,Manufacturing,Printing and reproduction of recorded media,13724,8426,5298,85,2212
All,2017 Q4,C,Manufacturing,Manufacture of coke and refined petroleum products; Manufacture of chemicals and chemical products,1553,1023,530,6,179
All,2017 Q4,C,Manufacturing,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",5295,2333,2962,233,224
All,2017 Q4,C,Manufacturing,"Manufacture of rubber and plastics products (except furniture, toys, sports goods and stationery)",2095,1394,701,33,269
All,2017 Q4,C,Manufacturing,Manufacture of other non-metallic mineral products,1514,1242,272,26,194
All,2017 Q4,C,Manufacturing,Manufacture of basic metals,1106,888,218,13,60
All,2017 Q4,C,Manufacturing,Manufacture of fabricated metal products (except machinery and equipment),2393,1789,604,49,604
All,2017 Q4,C,Manufacturing,"Manufacture of computer, electronic and optical products",2600,1326,1274,36,199
All,2017 Q4,C,Manufacturing,Manufacture of electrical equipment,1318,899,419,35,157
All,2017 Q4,C,Manufacturing,Manufacture of machinery and equipment n.e.c.,1337,1135,202,4,251
All,2017 Q4,C,Manufacturing,Body assembly of motor vehicles; Manufacture of other transport equipment,330,268,62,4,70
All,2017 Q4,C,Manufacturing,Manufacture of furniture,366,254,112,19,133
All,2017 Q4,C,Manufacturing,Other manufacturing,5933,3619,2314,93,1153
All,2017 Q4,C,Manufacturing,Repair and installation of machinery and equipment,14877,12282,2595,791,1201
All,2017 Q4,B,Mining and quarrying,Quarrying and other mining of non-metal ores,49,43,6,0,2
All,2017 Q4,D,Electricity and gas supply,Electricity and gas supply,7988,6465,1523,67,9
All,2017 Q4,E,"Sewerage, waste management and remediation services",Sewerage,155,118,37,3,25
All,2017 Q4,E,"Sewerage, waste management and remediation services","Waste collection, treatment and disposal; materials recovery",3081,1936,1145,206,359
All,2017 Q4,E,"Sewerage, waste management and remediation services",Remediation and other waste management services,4,3,1,0,4
All,2017 Q4,F,Construction,Construction sites (manual workers only),122761,109785,12976,1374,1439
All,2017 Q4,F,Construction,Public sector sites,53309,49833,3476,1264,608
All,2017 Q4,F,Construction,Public sector building sites,22921,21319,1602,23,211
All,2017 Q4,F,Construction,Public sector civil engineering sites,30388,28514,1874,1241,397
All,2017 Q4,F,Construction,Private sector sites,69452,59952,9500,110,831
All,2017 Q4,F,Construction,Private sector building sites,68442,59023,9419,110,755
All,2017 Q4,F,Construction,Private sector civil engineering sites,1010,929,81,0,76
All,2017 Q4,G,"Import/export, wholesale and retail trades",Import and export trade,477820,247911,229909,5982,100523
All,2017 Q4,G,"Import/export, wholesale and retail trades",Wholesale,60415,35510,24905,1165,13574
All,2017 Q4,G,"Import/export, wholesale and retail trades",Retail trade,269264,107117,162147,7798,63222
All,2017 Q4,H,"Transportation, storage, postal and courier services",Land transport,44705,38284,6421,626,1719
All,2017 Q4,H,"Transportation, storage, postal and courier services",Water transport,11455,6968,4487,141,401
All,2017 Q4,H,"Transportation, storage, postal and courier services",Air transport,29031,10960,18071,233,160
All,2017 Q4,H,"Transportation, storage, postal and courier services",Warehousing and support services for transportation,80889,50231,30658,2140,6795
All,2017 Q4,H,"Transportation, storage, postal and courier services",Postal and courier services,14171,10088,4083,307,758
All,2017 Q4,I,Accommodation and food services,Accommodation services,39884,20964,18920,1795,1242
All,2017 Q4,I,Accommodation and food services,Food and beverage services,243621,107895,135726,12116,16917
All,2017 Q4,J,Information and communications,Publishing,18745,10152,8593,308,1525
All,2017 Q4,J,Information and communications,"Motion picture, video and television programme production, sound recording and music publishing; Programming and broadcasting",16456,9810,6646,381,2750
All,2017 Q4,J,Information and communications,Telecommunications,20293,12875,7418,491,338
All,2017 Q4,J,Information and communications,Information technology services,44829,33586,11243,1428,8381
All,2017 Q4,J,Information and communications,Information services,6799,4102,2697,157,1115
All,2017 Q4,K,Financing and insurance,Financial services (except insurance and pension funding),138289,67014,71275,3242,7906
All,2017 Q4,K,Financing and insurance,Insurance,17462,7088,10374,612,177
All,2017 Q4,K,Financing and insurance,Services auxiliary to financial and insurance services,71405,36105,35300,1811,17709
All,2017 Q4,L,Real estate,Real estate,131855,79019,52836,3764,16486
All,2017 Q4,M,"Professional, scientific and technical services",Legal and accounting services,54307,24280,30027,976,8359
All,2017 Q4,M,"Professional, scientific and technical services",Activities of head offices; management and management consultancy services,38607,19130,19477,902,8788
All,2017 Q4,M,"Professional, scientific and technical services","Architecture and engineering services, technical testing and analysis",41884,27921,13963,713,3488
All,2017 Q4,M,"Professional, scientific and technical services",Scientific research and development,2831,1433,1398,185,261
All,2017 Q4,M,"Professional, scientific and technical services",Advertising and market research,14372,7245,7127,291,3613
All,2017 Q4,M,"Professional, scientific and technical services","Veterinary services; Other professional, scientific and technical services",24777,14090,10687,498,9408
All,2017 Q4,N,Administrative and support services,Rental and leasing services,3405,2261,1144,67,703
All,2017 Q4,N,Administrative and support services,Employment services,18951,8318,10633,515,2876
All,2017 Q4,N,Administrative and support services,"Travel agency, reservation service and related services",20469,8365,12104,479,2870
All,2017 Q4,N,Administrative and support services,Security and investigation services,52076,33438,18638,1850,232
All,2017 Q4,N,Administrative and support services,Services to buildings and landscape care,84892,29600,55292,1969,1796
All,2017 Q4,N,Administrative and support services,"Office administrative, office support and other business support services",21088,9898,11190,409,5197
All,2017 Q4,P,Education,Education,201488,73513,127975,3926,15693
All,2017 Q4,Q,Human health and social work services,Human health services,127350,34465,92885,4143,8519
All,2017 Q4,Q,Human health and social work services,Residential care services,32206,5214,26992,2895,1171
All,2017 Q4,Q,Human health and social work services,Social work services,31256,7665,23591,749,2072
All,2017 Q4,R,"Arts, entertainment and recreation",Creative and performing arts activities,4820,2680,2140,97,1901
All,2017 Q4,R,"Arts, entertainment and recreation","Libraries, archives, museums and other cultural activities",652,247,405,5,89
All,2017 Q4,R,"Arts, entertainment and recreation",Amusement parks and theme parks,6041,3255,2786,284,12
All,2017 Q4,R,"Arts, entertainment and recreation",Sports and other entertainment services,36694,18576,18118,1513,1423
All,2017 Q4,S,Other services,Activities of membership organisations,10766,4714,6052,421,1347
All,2017 Q4,S,Other services,"Repair of motor vehicles, motorcycles, computers, personal and household goods",18903,15541,3362,417,6675
All,2017 Q4,S,Other services,Other personal services,47197,13078,34119,1985,12103
All,2018 Q1,C,Manufacturing,Manufacture of food products,25686,12158,13528,1076,1311
All,2018 Q1,C,Manufacturing,Manufacture of beverages,3166,2314,852,219,38
All,2018 Q1,C,Manufacturing,Manufacture of tobacco products,532,346,186,37,3
All,2018 Q1,C,Manufacturing,Manufacture of textiles,2322,1079,1243,12,416
All,2018 Q1,C,Manufacturing,Manufacture of wearing apparel,4027,2022,2005,15,603
All,2018 Q1,C,Manufacturing,"Manufacture of leather and related products; Manufacture of wood and of products of wood and cork, articles of straw and plaiting materials (except furniture and toys)",349,231,118,6,114
All,2018 Q1,C,Manufacturing,Manufacture of paper and paper products,760,511,249,3,217
All,2018 Q1,C,Manufacturing,Printing and reproduction of recorded media,13626,8740,4886,118,2208
All,2018 Q1,C,Manufacturing,Manufacture of coke and refined petroleum products; Manufacture of chemicals and chemical products,1581,1015,566,14,179
All,2018 Q1,C,Manufacturing,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",5162,1924,3238,185,221
All,2018 Q1,C,Manufacturing,"Manufacture of rubber and plastics products (except furniture, toys, sports goods and stationery)",2062,1387,675,31,264
All,2018 Q1,C,Manufacturing,Manufacture of other non-metallic mineral products,1523,1267,256,54,193
All,2018 Q1,C,Manufacturing,Manufacture of basic metals,1060,833,227,17,60
All,2018 Q1,C,Manufacturing,Manufacture of fabricated metal products (except machinery and equipment),2332,1837,495,28,600
All,2018 Q1,C,Manufacturing,"Manufacture of computer, electronic and optical products",2518,1305,1213,36,197
All,2018 Q1,C,Manufacturing,Manufacture of electrical equipment,1339,982,357,41,156
All,2018 Q1,C,Manufacturing,Manufacture of machinery and equipment n.e.c.,1350,1191,159,7,248
All,2018 Q1,C,Manufacturing,Body assembly of motor vehicles; Manufacture of other transport equipment,326,281,45,13,70
All,2018 Q1,C,Manufacturing,Manufacture of furniture,373,299,74,4,131
All,2018 Q1,C,Manufacturing,Other manufacturing,5922,3864,2058,62,1147
All,2018 Q1,C,Manufacturing,Repair and installation of machinery and equipment,14853,12299,2554,631,1194
All,2018 Q1,B,Mining and quarrying,Quarrying and other mining of non-metal ores,38,33,5,0,2
All,2018 Q1,D,Electricity and gas supply,Electricity and gas supply,8004,6459,1545,76,10
All,2018 Q1,E,"Sewerage, waste management and remediation services",Sewerage,154,117,37,9,25
All,2018 Q1,E,"Sewerage, waste management and remediation services","Waste collection, treatment and disposal; materials recovery",3038,2065,973,117,358
All,2018 Q1,E,"Sewerage, waste management and remediation services",Remediation and other waste management services,6,3,3,0,4
All,2018 Q1,F,Construction,Construction sites (manual workers only),120723,107585,13138,851,1457
All,2018 Q1,F,Construction,Public sector sites,51381,47761,3620,778,618
All,2018 Q1,F,Construction,Public sector building sites,22491,20881,1610,11,235
All,2018 Q1,F,Construction,Public sector civil engineering sites,28890,26880,2010,767,383
All,2018 Q1,F,Construction,Private sector sites,69342,59824,9518,73,839
All,2018 Q1,F,Construction,Private sector building sites,67872,58474,9398,56,766
All,2018 Q1,F,Construction,Private sector civil engineering sites,1470,1350,120,17,73
All,2018 Q1,G,"Import/export, wholesale and retail trades",Import and export trade,478005,246577,231428,6286,100590
All,2018 Q1,G,"Import/export, wholesale and retail trades",Wholesale,60389,35750,24639,1309,13576
All,2018 Q1,G,"Import/export, wholesale and retail trades",Retail trade,270951,107819,163132,8110,64251
All,2018 Q1,H,"Transportation, storage, postal and courier services",Land transport,44378,37793,6585,780,1685
All,2018 Q1,H,"Transportation, storage, postal and courier services",Water transport,11689,7202,4487,196,393
All,2018 Q1,H,"Transportation, storage, postal and courier services",Air transport,28557,10789,17768,296,164
All,2018 Q1,H,"Transportation, storage, postal and courier services",Warehousing and support services for transportation,80379,49367,31012,2457,6848
All,2018 Q1,H,"Transportation, storage, postal and courier services",Postal and courier services,14238,10216,4022,313,776
All,2018 Q1,I,Accommodation and food services,Accommodation services,39586,20821,18765,2348,1258
All,2018 Q1,I,Accommodation and food services,Food and beverage services,246611,108354,138257,12031,17230
All,2018 Q1,J,Information and communications,Publishing,18797,9615,9182,326,1521
All,2018 Q1,J,Information and communications,"Motion picture, video and television programme production, sound recording and music publishing; Programming and broadcasting",16281,9643,6638,481,2744
All,2018 Q1,J,Information and communications,Telecommunications,19923,12372,7551,590,339
All,2018 Q1,J,Information and communications,Information technology services,45010,34169,10841,1472,8479
All,2018 Q1,J,Information and communications,Information services,6905,3921,2984,248,1117
All,2018 Q1,K,Financing and insurance,Financial services (except insurance and pension funding),139402,68103,71299,3432,7957
All,2018 Q1,K,Financing and insurance,Insurance,17471,7097,10374,649,176
All,2018 Q1,K,Financing and insurance,Services auxiliary to financial and insurance services,72018,35709,36309,2009,17910
All,2018 Q1,L,Real estate,Real estate,132503,79755,52748,4199,16619
All,2018 Q1,M,"Professional, scientific and technical services",Legal and accounting services,54791,25908,28883,987,8351
All,2018 Q1,M,"Professional, scientific and technical services",Activities of head offices; management and management consultancy services,39157,18879,20278,1105,8868
All,2018 Q1,M,"Professional, scientific and technical services","Architecture and engineering services, technical testing and analysis",41939,27762,14177,801,3504
All,2018 Q1,M,"Professional, scientific and technical services",Scientific research and development,2851,1456,1395,187,267
All,2018 Q1,M,"Professional, scientific and technical services",Advertising and market research,14387,7445,6942,288,3613
All,2018 Q1,M,"Professional, scientific and technical services","Veterinary services; Other professional, scientific and technical services",25025,14074,10951,663,9470
All,2018 Q1,N,Administrative and support services,Rental and leasing services,3528,2353,1175,83,746
All,2018 Q1,N,Administrative and support services,Employment services,19374,8141,11233,574,2976
All,2018 Q1,N,Administrative and support services,"Travel agency, reservation service and related services",20137,7581,12556,413,2897
All,2018 Q1,N,Administrative and support services,Security and investigation services,54184,34743,19441,2037,230
All,2018 Q1,N,Administrative and support services,Services to buildings and landscape care,84587,30061,54526,1995,1824
All,2018 Q1,N,Administrative and support services,"Office administrative, office support and other business support services",21472,9522,11950,408,5286
All,2018 Q1,P,Education,Education,202976,72259,130717,4089,15783
All,2018 Q1,Q,Human health and social work services,Human health services,128441,34548,93893,3298,8561
All,2018 Q1,Q,Human health and social work services,Residential care services,32048,5045,27003,2883,1162
All,2018 Q1,Q,Human health and social work services,Social work services,31532,8343,23189,754,2072
All,2018 Q1,R,"Arts, entertainment and recreation",Creative and performing arts activities,4726,2526,2200,93,1914
All,2018 Q1,R,"Arts, entertainment and recreation","Libraries, archives, museums and other cultural activities",660,272,388,18,90
All,2018 Q1,R,"Arts, entertainment and recreation",Amusement parks and theme parks,5905,3177,2728,289,12
All,2018 Q1,R,"Arts, entertainment and recreation",Sports and other entertainment services,36455,18001,18454,1680,1440
All,2018 Q1,S,Other services,Activities of membership organisations,10781,4910,5871,419,1349
All,2018 Q1,S,Other services,"Repair of motor vehicles, motorcycles, computers, personal and household goods",19177,15859,3318,561,6646
All,2018 Q1,S,Other services,Other personal services,47325,13533,33792,2056,12192
All,2018 Q2,C,Manufacturing,Manufacture of food products,25472,12291,13181,1159,1343
All,2018 Q2,C,Manufacturing,Manufacture of beverages,3295,2279,1016,197,39
All,2018 Q2,C,Manufacturing,Manufacture of tobacco products,534,346,188,38,3
All,2018 Q2,C,Manufacturing,Manufacture of textiles,2274,1173,1101,6,402
All,2018 Q2,C,Manufacturing,Manufacture of wearing apparel,3886,1897,1989,16,590
All,2018 Q2,C,Manufacturing,"Manufacture of leather and related products; Manufacture of wood and of products of wood and cork, articles of straw and plaiting materials (except furniture and toys)",353,219,134,4,117
All,2018 Q2,C,Manufacturing,Manufacture of paper and paper products,746,532,214,8,213
All,2018 Q2,C,Manufacturing,Printing and reproduction of recorded media,13243,8735,4508,134,2176
All,2018 Q2,C,Manufacturing,Manufacture of coke and refined petroleum products; Manufacture of chemicals and chemical products,1496,1010,486,33,178
All,2018 Q2,C,Manufacturing,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",5245,2007,3238,242,223
All,2018 Q2,C,Manufacturing,"Manufacture of rubber and plastics products (except furniture, toys, sports goods and stationery)",2037,1194,843,57,257
All,2018 Q2,C,Manufacturing,Manufacture of other non-metallic mineral products,1582,1265,317,74,190
All,2018 Q2,C,Manufacturing,Manufacture of basic metals,1034,825,209,11,60
All,2018 Q2,C,Manufacturing,Manufacture of fabricated metal products (except machinery and equipment),2343,1805,538,5,595
All,2018 Q2,C,Manufacturing,"Manufacture of computer, electronic and optical products",2457,1300,1157,26,185
All,2018 Q2,C,Manufacturing,Manufacture of electrical equipment,1295,897,398,38,154
All,2018 Q2,C,Manufacturing,Manufacture of machinery and equipment n.e.c.,1411,1217,194,5,245
All,2018 Q2,C,Manufacturing,Body assembly of motor vehicles; Manufacture of other transport equipment,332,289,43,15,72
All,2018 Q2,C,Manufacturing,Manufacture of furniture,366,308,58,0,128
All,2018 Q2,C,Manufacturing,Other manufacturing,5830,3708,2122,105,1133
All,2018 Q2,C,Manufacturing,Repair and installation of machinery and equipment,14602,12236,2366,776,1187
All,2018 Q2,B,Mining and quarrying,Quarrying and other mining of non-metal ores,30,30,0,0,1
All,2018 Q2,D,Electricity and gas supply,Electricity and gas supply,7947,6435,1512,84,10
All,2018 Q2,E,"Sewerage, waste management and remediation services",Sewerage,152,115,37,6,25
All,2018 Q2,E,"Sewerage, waste management and remediation services","Waste collection, treatment and disposal; materials recovery",3062,2126,936,151,356
All,2018 Q2,E,"Sewerage, waste management and remediation services",Remediation and other waste management services,4,3,1,0,4
All,2018 Q2,F,Construction,Construction sites (manual workers only),116051,101674,14377,580,1489
All,2018 Q2,F,Construction,Public sector sites,46468,43039,3429,468,608
All,2018 Q2,F,Construction,Public sector building sites,22103,20249,1854,8,235
All,2018 Q2,F,Construction,Public sector civil engineering sites,24365,22790,1575,460,373
All,2018 Q2,F,Construction,Private sector sites,69583,58635,10948,112,881
All,2018 Q2,F,Construction,Private sector building sites,68108,57286,10822,112,806
All,2018 Q2,F,Construction,Private sector civil engineering sites,1475,1349,126,0,75
All,2018 Q2,G,"Import/export, wholesale and retail trades",Import and export trade,477613,247640,229973,6442,100496
All,2018 Q2,G,"Import/export, wholesale and retail trades",Wholesale,60109,36539,23570,1336,13526
All,2018 Q2,G,"Import/export, wholesale and retail trades",Retail trade,272111,107045,165066,7980,64343
All,2018 Q2,H,"Transportation, storage, postal and courier services",Land transport,44421,37625,6796,1286,1688
All,2018 Q2,H,"Transportation, storage, postal and courier services",Water transport,11582,7123,4459,208,396
All,2018 Q2,H,"Transportation, storage, postal and courier services",Air transport,28362,10831,17531,325,169
All,2018 Q2,H,"Transportation, storage, postal and courier services",Warehousing and support services for transportation,81066,51317,29749,2416,7000
All,2018 Q2,H,"Transportation, storage, postal and courier services",Postal and courier services,14338,10310,4028,424,811
All,2018 Q2,I,Accommodation and food services,Accommodation services,40720,21216,19504,2302,1257
All,2018 Q2,I,Accommodation and food services,Food and beverage services,249872,110076,139796,12056,17652
All,2018 Q2,J,Information and communications,Publishing,19071,10441,8630,459,1535
All,2018 Q2,J,Information and communications,"Motion picture, video and television programme production, sound recording and music publishing; Programming and broadcasting",16362,9253,7109,471,2787
All,2018 Q2,J,Information and communications,Telecommunications,19987,12458,7529,511,353
All,2018 Q2,J,Information and communications,Information technology services,45787,34359,11428,1533,8606
All,2018 Q2,J,Information and communications,Information services,7022,4409,2613,275,1134
All,2018 Q2,K,Financing and insurance,Financial services (except insurance and pension funding),138682,67577,71105,3426,8050
All,2018 Q2,K,Financing and insurance,Insurance,17577,7031,10546,810,172
All,2018 Q2,K,Financing and insurance,Services auxiliary to financial and insurance services,72694,37105,35589,1974,18069
All,2018 Q2,L,Real estate,Real estate,133054,78356,54698,4280,16726
All,2018 Q2,M,"Professional, scientific and technical services",Legal and accounting services,54738,24647,30091,1045,8388
All,2018 Q2,M,"Professional, scientific and technical services",Activities of head offices; management and management consultancy services,39531,19162,20369,1083,8930
All,2018 Q2,M,"Professional, scientific and technical services","Architecture and engineering services, technical testing and analysis",42132,27884,14248,713,3527
All,2018 Q2,M,"Professional, scientific and technical services",Scientific research and development,2931,1526,1405,175,280
All,2018 Q2,M,"Professional, scientific and technical services",Advertising and market research,14622,7697,6925,302,3627
All,2018 Q2,M,"Professional, scientific and technical services","Veterinary services; Other professional, scientific and technical services",25347,14811,10536,591,9532
All,2018 Q2,N,Administrative and support services,Rental and leasing services,3537,2247,1290,98,751
All,2018 Q2,N,Administrative and support services,Employment services,19526,7662,11864,575,3002
All,2018 Q2,N,Administrative and support services,"Travel agency, reservation service and related services",19791,7515,12276,400,2891
All,2018 Q2,N,Administrative and support services,Security and investigation services,54544,35374,19170,2156,235
All,2018 Q2,N,Administrative and support services,Services to buildings and landscape care,84448,29706,54742,1960,1813
All,2018 Q2,N,Administrative and support services,"Office administrative, office support and other business support services",21514,9924,11590,572,5280
All,2018 Q2,P,Education,Education,202469,72021,130448,4227,15968
All,2018 Q2,Q,Human health and social work services,Human health services,128505,34885,93620,3772,8662
All,2018 Q2,Q,Human health and social work services,Residential care services,32632,5086,27546,3042,1156
All,2018 Q2,Q,Human health and social work services,Social work services,31603,7617,23986,814,2083
All,2018 Q2,R,"Arts, entertainment and recreation",Creative and performing arts activities,4722,2496,2226,99,1911
All,2018 Q2,R,"Arts, entertainment and recreation","Libraries, archives, museums and other cultural activities",702,226,476,18,90
All,2018 Q2,R,"Arts, entertainment and recreation",Amusement parks and theme parks,6714,3378,3336,598,12
All,2018 Q2,R,"Arts, entertainment and recreation",Sports and other entertainment services,36702,18792,17910,1676,1447
All,2018 Q2,S,Other services,Activities of membership organisations,11024,5230,5794,402,1374
All,2018 Q2,S,Other services,"Repair of motor vehicles, motorcycles, computers, personal and household goods",19261,15441,3820,680,6710
All,2018 Q2,S,Other services,Other personal services,47036,13725,33311,1921,12324
All,2018 Q3,C,Manufacturing,Manufacture of food products,26231,13089,13142,1179,1370
All,2018 Q3,C,Manufacturing,Manufacture of beverages,3309,2438,871,252,39
All,2018 Q3,C,Manufacturing,Manufacture of tobacco products,541,350,191,32,3
All,2018 Q3,C,Manufacturing,Manufacture of textiles,2119,965,1154,26,387
All,2018 Q3,C,Manufacturing,Manufacture of wearing apparel,3752,1383,2369,18,570
All,2018 Q3,C,Manufacturing,"Manufacture of leather and related products; Manufacture of wood and of products of wood and cork, articles of straw and plaiting materials (except furniture and toys)",367,251,116,2,118
All,2018 Q3,C,Manufacturing,Manufacture of paper and paper products,713,501,212,14,210
All,2018 Q3,C,Manufacturing,Printing and reproduction of recorded media,12967,8458,4509,118,2135
All,2018 Q3,C,Manufacturing,Manufacture of coke and refined petroleum products; Manufacture of chemicals and chemical products,1543,959,584,16,179
All,2018 Q3,C,Manufacturing,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",5247,1977,3270,233,224
All,2018 Q3,C,Manufacturing,"Manufacture of rubber and plastics products (except furniture, toys, sports goods and stationery)",1983,1262,721,98,248
All,2018 Q3,C,Manufacturing,Manufacture of other non-metallic mineral products,1629,1310,319,42,193
All,2018 Q3,C,Manufacturing,Manufacture of basic metals,971,757,214,12,60
All,2018 Q3,C,Manufacturing,Manufacture of fabricated metal products (except machinery and equipment),2294,1701,593,43,577
All,2018 Q3,C,Manufacturing,"Manufacture of computer, electronic and optical products",2330,1233,1097,33,184
All,2018 Q3,C,Manufacturing,Manufacture of electrical equipment,1269,919,350,30,153
All,2018 Q3,C,Manufacturing,Manufacture of machinery and equipment n.e.c.,1378,1127,251,2,231
All,2018 Q3,C,Manufacturing,Body assembly of motor vehicles; Manufacture of other transport equipment,350,296,54,5,72
All,2018 Q3,C,Manufacturing,Manufacture of furniture,349,293,56,2,124
All,2018 Q3,C,Manufacturing,Other manufacturing,5563,3446,2117,124,1114
All,2018 Q3,C,Manufacturing,Repair and installation of machinery and equipment,14537,12279,2258,616,1192
All,2018 Q3,B,Mining and quarrying,Quarrying and other mining of non-metal ores,30,30,0,0,1
All,2018 Q3,D,Electricity and gas supply,Electricity and gas supply,7946,6418,1528,93,10
